Gen,Best,Worst,Avg,Timestamp
42,17.67994,19.84531,18.67118,2017-11-18 09:51:02
43,17.67994,19.43745,18.48729,2017-11-18 09:51:16
44,17.45165,19.37391,18.32588,2017-11-18 09:51:31
45,17.32358,19.01265,18.16354,2017-11-18 09:51:45
46,17.16686,19.24033,18.02816,2017-11-18 09:51:59
47,17.12214,19.05509,17.86076,2017-11-18 09:52:13
48,17.02663,18.74990,17.70305,2017-11-18 09:52:28
49,16.81494,18.62068,17.53013,2017-11-18 09:52:42
50,16.69772,18.35569,17.36340,2017-11-18 09:52:56
51,16.57543,18.37556,17.23106,2017-11-18 09:53:10
52,16.48573,18.15156,17.09817,2017-11-18 09:53:25
53,16.22325,18.16641,16.94022,2017-11-18 09:53:39
54,16.18771,18.62529,16.85894,2017-11-18 09:53:53
55,16.13632,18.43163,16.72779,2017-11-18 09:54:08
56,15.96059,18.77021,16.60957,2017-11-18 09:54:22
57,15.78657,18.12032,16.49358,2017-11-18 09:54:36
58,15.78657,18.28256,16.39640,2017-11-18 09:54:51
59,15.72826,18.33811,16.30423,2017-11-18 09:55:05
60,15.53407,17.51803,16.16469,2017-11-18 09:55:20
61,15.52889,17.82088,16.07294,2017-11-18 09:55:34
62,15.39872,17.38266,15.97107,2017-11-18 09:55:48
63,15.28703,17.49373,15.88896,2017-11-18 09:56:03
64,15.28703,17.97097,15.80148,2017-11-18 09:56:17
65,15.21919,17.84567,15.71353,2017-11-18 09:56:32
66,14.96690,17.89996,15.62553,2017-11-18 09:56:46
67,14.94348,17.35577,15.50691,2017-11-18 09:57:01
68,14.82705,17.05833,15.40370,2017-11-18 09:57:15
69,14.78060,16.94393,15.30193,2017-11-18 09:57:30
70,14.65502,17.06671,15.21695,2017-11-18 09:57:44
71,14.54561,16.84353,15.13572,2017-11-18 09:57:59
72,14.50935,16.78521,15.06216,2017-11-18 09:58:13
73,14.41345,17.23392,14.98514,2017-11-18 09:58:28
74,14.32236,16.70815,14.89682,2017-11-18 09:58:42
75,14.32236,16.62368,14.83789,2017-11-18 09:58:57
76,14.29759,16.47409,14.78364,2017-11-18 09:59:11
77,14.27985,16.56445,14.70571,2017-11-18 09:59:26
78,14.15876,16.33187,14.64854,2017-11-18 09:59:40
79,14.03710,17.19571,14.60541,2017-11-18 09:59:54
80,14.03710,17.28239,14.53807,2017-11-18 10:00:09
81,13.98707,16.59410,14.49725,2017-11-18 10:00:24
82,13.80145,16.59547,14.44328,2017-11-18 10:00:38
83,13.78246,15.83738,14.36309,2017-11-18 10:00:52
84,13.76163,16.34115,14.30009,2017-11-18 10:01:07
85,13.76163,16.40219,14.23262,2017-11-18 10:01:21
86,13.58766,16.80462,14.18329,2017-11-18 10:01:36
87,13.58766,16.04595,14.09001,2017-11-18 10:01:50
88,13.54484,16.08348,14.03980,2017-11-18 10:02:04
89,13.37903,16.22684,13.99352,2017-11-18 10:02:19
90,13.37903,16.61297,13.92601,2017-11-18 10:02:33
91,13.37903,17.20599,13.89386,2017-11-18 10:02:48
92,13.32604,16.69749,13.83346,2017-11-18 10:03:02
93,13.25855,16.06562,13.76607,2017-11-18 10:03:17
94,13.25855,16.27641,13.72621,2017-11-18 10:03:31
95,13.16206,16.92113,13.69618,2017-11-18 10:03:46
96,13.16206,16.33072,13.65084,2017-11-18 10:04:00
97,13.03876,15.54045,13.59217,2017-11-18 10:04:14
98,13.03876,15.97789,13.54695,2017-11-18 10:04:29
99,13.01703,16.14801,13.50799,2017-11-18 10:04:43
100,12.99308,16.36304,13.45035,2017-11-18 10:04:58
101,12.99146,15.91401,13.42315,2017-11-18 10:05:12
102,12.99146,15.98068,13.37876,2017-11-18 10:05:26
103,12.95341,16.62774,13.36597,2017-11-18 10:05:41
104,12.76041,16.26660,13.32327,2017-11-18 10:05:55
105,12.76041,16.10025,13.30995,2017-11-18 10:06:10
106,12.74097,15.85713,13.26600,2017-11-18 10:06:24
107,12.71224,15.52970,13.21059,2017-11-18 10:06:39
108,12.71224,15.58774,13.16343,2017-11-18 10:06:53
109,12.71224,16.07259,13.15890,2017-11-18 10:07:07
110,12.68302,15.77125,13.09361,2017-11-18 10:07:22
111,12.68167,15.47303,13.07840,2017-11-18 10:07:36
112,12.54598,15.34513,13.05436,2017-11-18 10:07:51
113,12.54598,15.70954,13.02150,2017-11-18 10:08:05
114,12.51955,15.74269,13.00680,2017-11-18 10:08:20
115,12.47820,16.64282,12.96262,2017-11-18 10:08:34
116,12.43839,16.16680,12.91652,2017-11-18 10:08:49
117,12.40052,16.20701,12.87989,2017-11-18 10:09:03
118,12.40052,15.38676,12.84650,2017-11-18 10:09:17
119,12.33565,15.96926,12.82230,2017-11-18 10:09:31
120,12.33565,15.37227,12.77994,2017-11-18 10:09:46
121,12.30514,15.72639,12.73820,2017-11-18 10:10:00
122,12.30514,15.74073,12.68304,2017-11-18 10:10:14
123,12.21152,16.39227,12.68247,2017-11-18 10:10:29
124,12.18238,15.49305,12.64633,2017-11-18 10:10:43
125,12.07563,16.61594,12.61687,2017-11-18 10:10:57
126,12.07563,15.42060,12.57074,2017-11-18 10:11:12
127,12.02035,15.78117,12.56329,2017-11-18 10:11:26
128,12.02035,15.74935,12.50998,2017-11-18 10:11:41
129,12.02035,16.15372,12.48046,2017-11-18 10:11:55
130,11.93499,15.36883,12.43039,2017-11-18 10:12:10
131,11.93499,15.76408,12.39323,2017-11-18 10:12:24
132,11.89087,15.08150,12.37103,2017-11-18 10:12:39
133,11.71877,15.82324,12.32563,2017-11-18 10:12:53
134,11.71877,15.64516,12.30466,2017-11-18 10:13:07
135,11.71877,15.69651,12.29273,2017-11-18 10:13:22
136,11.71288,15.86721,12.23602,2017-11-18 10:13:37
137,11.71288,14.84017,12.16564,2017-11-18 10:13:51
138,11.69084,15.79855,12.16374,2017-11-18 10:14:05
139,11.69084,14.98528,12.10091,2017-11-18 10:14:20
140,11.63626,15.69307,12.08506,2017-11-18 10:14:34
141,11.60400,16.46317,12.05601,2017-11-18 10:14:49
142,11.60400,15.44806,12.03341,2017-11-18 10:15:03
143,11.60400,14.67331,12.02230,2017-11-18 10:15:17
144,11.60056,15.51959,11.99961,2017-11-18 10:15:32
145,11.53605,14.74135,11.95202,2017-11-18 10:15:46
146,11.53605,15.62047,11.94369,2017-11-18 10:16:01
147,11.46818,15.45950,11.94513,2017-11-18 10:16:15
148,11.42165,15.78237,11.90113,2017-11-18 10:16:29
149,11.42165,16.47449,11.88760,2017-11-18 10:16:44
150,11.34006,15.94592,11.88669,2017-11-18 10:16:58
151,11.34006,15.95762,11.85532,2017-11-18 10:17:12
152,11.34006,15.34458,11.85015,2017-11-18 10:17:27
153,11.34006,15.69932,11.80802,2017-11-18 10:17:41
154,11.34006,14.77620,11.77231,2017-11-18 10:17:56
155,11.32539,15.47802,11.74257,2017-11-18 10:18:11
156,11.23545,15.37830,11.68951,2017-11-18 10:18:25
157,11.23545,15.14485,11.69087,2017-11-18 10:18:40
158,11.22727,15.13842,11.68639,2017-11-18 10:18:54
159,11.22727,15.26959,11.64947,2017-11-18 10:19:08
160,11.22727,16.10285,11.66173,2017-11-18 10:19:23
161,11.14937,15.72130,11.64276,2017-11-18 10:19:37
162,11.13934,15.04563,11.61744,2017-11-18 10:19:51
163,11.13934,16.13281,11.61029,2017-11-18 10:20:06
164,11.13934,15.47210,11.61247,2017-11-18 10:20:20
165,11.13254,15.84620,11.56285,2017-11-18 10:20:35
166,11.03723,15.58648,11.52169,2017-11-18 10:20:49
167,11.03723,14.99471,11.50669,2017-11-18 10:21:03
168,11.03723,16.28012,11.51145,2017-11-18 10:21:18
169,11.03723,14.85320,11.46616,2017-11-18 10:21:32
170,11.03723,16.75949,11.46296,2017-11-18 10:21:47
171,10.99536,15.35048,11.44659,2017-11-18 10:22:02
172,10.99536,14.63134,11.41064,2017-11-18 10:22:16
173,10.99029,16.45456,11.42183,2017-11-18 10:22:30
174,10.99029,15.73962,11.39662,2017-11-18 10:22:44
175,10.98461,15.44181,11.38436,2017-11-18 10:22:59
176,10.98461,15.99365,11.37706,2017-11-18 10:23:13
177,10.98461,15.71029,11.36687,2017-11-18 10:23:27
178,10.98461,15.52576,11.36788,2017-11-18 10:23:42
179,10.98461,15.85876,11.36812,2017-11-18 10:23:57
180,10.97391,15.17268,11.35032,2017-11-18 10:24:11
181,10.93071,15.13467,11.31005,2017-11-18 10:24:25
182,10.93071,14.64885,11.31522,2017-11-18 10:24:40
183,10.85964,15.89577,11.32649,2017-11-18 10:24:54
184,10.84483,14.98015,11.31007,2017-11-18 10:25:08
185,10.84483,14.81244,11.28072,2017-11-18 10:25:22
186,10.73059,15.21345,11.28461,2017-11-18 10:25:37
187,10.73059,15.46899,11.26074,2017-11-18 10:25:51
188,10.73059,15.45704,11.25255,2017-11-18 10:26:05
189,10.73059,16.07958,11.21748,2017-11-18 10:26:20
190,10.73059,15.90332,11.19455,2017-11-18 10:26:34
191,10.73059,16.00703,11.18022,2017-11-18 10:26:49
192,10.73059,15.42582,11.16923,2017-11-18 10:27:04
193,10.67253,15.39692,11.17677,2017-11-18 10:27:19
194,10.67253,15.39201,11.07978,2017-11-18 10:27:33
195,10.65130,14.96504,11.08529,2017-11-18 10:27:48
196,10.60370,14.67774,11.06105,2017-11-18 10:28:02
197,10.58883,15.27597,11.06422,2017-11-18 10:28:16
198,10.58883,15.49029,11.05397,2017-11-18 10:28:30
199,10.58883,15.03133,11.05903,2017-11-18 10:28:45
200,10.58883,16.14393,11.06248,2017-11-18 10:28:59
201,10.58883,15.49130,11.03562,2017-11-18 10:29:15
202,10.58883,15.51724,11.03274,2017-11-18 10:29:30
203,10.57576,15.36207,11.01464,2017-11-18 10:29:45
204,10.57576,15.01092,10.95726,2017-11-18 10:30:00
205,10.54957,15.69982,10.97347,2017-11-18 10:30:15
206,10.54957,14.89614,10.95514,2017-11-18 10:30:29
207,10.54957,15.76442,10.97226,2017-11-18 10:30:43
208,10.52025,16.76472,10.95517,2017-11-18 10:30:58
209,10.52025,14.55483,10.93250,2017-11-18 10:31:12
210,10.51375,15.26319,10.94407,2017-11-18 10:31:27
211,10.51375,14.70866,10.91827,2017-11-18 10:31:41
212,10.51375,15.84912,10.94401,2017-11-18 10:31:55
213,10.50990,15.70100,10.94967,2017-11-18 10:32:10
214,10.50990,15.80597,10.92724,2017-11-18 10:32:25
215,10.47649,15.08330,10.91891,2017-11-18 10:32:39
216,10.47649,15.34664,10.88464,2017-11-18 10:32:53
217,10.47649,16.17843,10.91090,2017-11-18 10:33:08
218,10.34389,15.12214,10.86890,2017-11-18 10:33:22
219,10.34389,15.51167,10.84842,2017-11-18 10:33:37
220,10.34389,16.02736,10.86894,2017-11-18 10:33:51
221,10.34389,16.26358,10.86484,2017-11-18 10:34:06
222,10.34389,15.28351,10.81537,2017-11-18 10:34:21
223,10.34389,15.14627,10.79498,2017-11-18 10:34:36
224,10.34389,16.33855,10.79692,2017-11-18 10:34:51
225,10.34389,15.71260,10.82541,2017-11-18 10:35:06
226,10.30912,15.90512,10.83301,2017-11-18 10:35:21
227,10.30912,15.71025,10.74336,2017-11-18 10:35:35
228,10.30912,14.85061,10.74322,2017-11-18 10:35:50
229,10.30912,15.65681,10.74422,2017-11-18 10:36:04
230,10.26303,15.33938,10.74368,2017-11-18 10:36:19
231,10.26303,15.19903,10.70485,2017-11-18 10:36:33
232,10.26303,15.20760,10.72549,2017-11-18 10:36:48
233,10.26303,16.37595,10.70498,2017-11-18 10:37:02
234,10.26303,15.04266,10.70637,2017-11-18 10:37:17
235,10.26303,15.93026,10.71196,2017-11-18 10:37:32
236,10.24908,15.38437,10.68911,2017-11-18 10:37:47
237,10.22391,14.72849,10.64504,2017-11-18 10:38:02
238,10.22391,15.20698,10.65439,2017-11-18 10:38:16
239,10.12404,15.60962,10.66281,2017-11-18 10:38:30
240,10.12404,15.93771,10.64226,2017-11-18 10:38:44
241,10.12404,15.03374,10.66155,2017-11-18 10:38:59
242,10.12404,15.80954,10.66272,2017-11-18 10:39:13
243,10.12404,14.91102,10.65536,2017-11-18 10:39:28
244,10.12404,15.12983,10.65001,2017-11-18 10:39:42
245,10.12404,16.16472,10.67164,2017-11-18 10:39:57
246,10.12404,15.35925,10.66132,2017-11-18 10:40:13
247,10.12404,15.56133,10.66030,2017-11-18 10:40:28
248,10.12404,16.19846,10.68140,2017-11-18 10:40:43
249,10.12404,15.81500,10.68215,2017-11-18 10:40:58
250,10.12404,15.73018,10.69217,2017-11-18 10:41:14
251,10.12404,16.56747,10.69946,2017-11-18 10:41:29
252,10.12404,16.27881,10.69685,2017-11-18 10:41:45
253,10.12404,16.03419,10.67408,2017-11-18 10:42:01
254,10.12404,15.00518,10.66699,2017-11-18 10:42:16
255,10.12404,15.01472,10.66280,2017-11-18 10:42:33
256,10.11752,15.97946,10.67109,2017-11-18 10:42:49
257,10.11752,15.67636,10.53397,2017-11-18 10:43:03
258,10.10669,14.94898,10.53502,2017-11-18 10:43:17
259,10.10669,15.52173,10.52897,2017-11-18 10:43:31
260,10.10669,16.14226,10.54522,2017-11-18 10:43:45
261,10.10669,14.98549,10.52973,2017-11-18 10:43:59
262,10.06863,15.98310,10.54561,2017-11-18 10:44:14
263,10.06863,15.47943,10.51332,2017-11-18 10:44:28
264,10.06863,15.12776,10.53770,2017-11-18 10:44:42
265,10.06863,15.58469,10.52252,2017-11-18 10:44:56
266,10.06299,15.18849,10.52288,2017-11-18 10:45:11
267,9.99568,15.07087,10.48683,2017-11-18 10:45:25
268,9.99568,15.58206,10.49257,2017-11-18 10:45:39
269,9.99568,14.82462,10.50246,2017-11-18 10:45:53
270,9.99568,14.62130,10.49325,2017-11-18 10:46:07
271,9.99568,15.34058,10.47745,2017-11-18 10:46:22
272,9.99568,14.51396,10.48690,2017-11-18 10:46:36
273,9.99568,15.29017,10.49728,2017-11-18 10:46:51
274,9.99568,15.27480,10.47851,2017-11-18 10:47:06
275,9.99568,15.88093,10.50858,2017-11-18 10:47:21
276,9.98630,15.77725,10.49105,2017-11-18 10:47:36
277,9.97759,14.82548,10.39988,2017-11-18 10:47:50
278,9.97759,15.46979,10.40395,2017-11-18 10:48:04
279,9.97759,14.79326,10.40739,2017-11-18 10:48:19
280,9.97759,15.08394,10.40611,2017-11-18 10:48:33
281,9.97759,15.21678,10.39725,2017-11-18 10:48:47
282,9.95068,15.39141,10.40556,2017-11-18 10:49:02
283,9.92293,15.00053,10.36463,2017-11-18 10:49:16
284,9.92293,14.19273,10.35508,2017-11-18 10:49:30
285,9.92293,14.83254,10.37445,2017-11-18 10:49:44
286,9.92293,14.70761,10.37573,2017-11-18 10:49:59
287,9.92293,15.41371,10.38196,2017-11-18 10:50:13
288,9.92293,15.02510,10.37689,2017-11-18 10:50:28
289,9.92293,15.82205,10.39046,2017-11-18 10:50:43
290,9.92293,15.80296,10.39231,2017-11-18 10:50:57
291,9.89730,15.48560,10.41229,2017-11-18 10:51:12
292,9.89730,14.94390,10.32242,2017-11-18 10:51:26
293,9.89730,15.67252,10.32416,2017-11-18 10:51:41
294,9.82789,14.61128,10.33262,2017-11-18 10:51:55
295,9.82789,15.29168,10.32339,2017-11-18 10:52:10
296,9.82789,15.15431,10.31118,2017-11-18 10:52:24
297,9.82789,15.21361,10.32308,2017-11-18 10:52:39
298,9.82789,14.96371,10.32276,2017-11-18 10:52:54
299,9.76983,14.91573,10.29404,2017-11-18 10:53:09
300,9.76983,14.88214,10.25376,2017-11-18 10:53:23
301,9.76983,14.86775,10.27511,2017-11-18 10:53:37
302,9.76983,16.80460,10.26586,2017-11-18 10:53:51
303,9.73032,15.37976,10.23445,2017-11-18 10:54:06
304,9.73032,14.92745,10.19091,2017-11-18 10:54:20
305,9.73032,15.30205,10.22114,2017-11-18 10:54:34
306,9.73032,15.28726,10.20592,2017-11-18 10:54:49
307,9.73032,15.29919,10.21028,2017-11-18 10:55:03
308,9.71971,16.46239,10.21743,2017-11-18 10:55:18
309,9.71971,15.03284,10.16019,2017-11-18 10:55:32
310,9.71971,14.54617,10.16850,2017-11-18 10:55:46
311,9.71971,15.02792,10.16622,2017-11-18 10:56:00
312,9.71971,14.73164,10.17962,2017-11-18 10:56:14
313,9.66897,14.51956,10.18011,2017-11-18 10:56:29
314,9.66897,15.14752,10.14176,2017-11-18 10:56:43
315,9.66897,15.74981,10.15470,2017-11-18 10:56:56
316,9.66897,14.94222,10.15598,2017-11-18 10:57:11
317,9.66897,15.48618,10.14680,2017-11-18 10:57:25
318,9.63444,14.47730,10.14771,2017-11-18 10:57:39
319,9.63444,14.39143,10.11565,2017-11-18 10:57:53
320,9.63444,15.04910,10.13713,2017-11-18 10:58:07
321,9.63444,15.08240,10.13696,2017-11-18 10:58:21
322,9.63444,14.76865,10.14181,2017-11-18 10:58:36
323,9.58044,15.67222,10.14799,2017-11-18 10:58:50
324,9.58044,15.60093,10.13492,2017-11-18 10:59:04
325,9.58044,15.07804,10.13419,2017-11-18 10:59:18
326,9.58044,15.45348,10.11547,2017-11-18 10:59:32
327,9.58044,14.95473,10.11231,2017-11-18 10:59:47
328,9.58044,15.49942,10.13072,2017-11-18 11:00:01
329,9.58044,15.37842,10.13172,2017-11-18 11:00:16
330,9.58044,14.31337,10.10553,2017-11-18 11:00:31
331,9.58044,15.57199,10.10147,2017-11-18 11:00:46
332,9.58044,15.72212,10.12721,2017-11-18 11:01:01
333,9.58044,15.24225,10.15793,2017-11-18 11:01:16
334,9.58044,15.52561,10.16808,2017-11-18 11:01:32
335,9.58044,15.62302,10.15120,2017-11-18 11:01:47
336,9.58044,14.62875,10.14422,2017-11-18 11:02:03
337,9.58044,15.69316,10.14029,2017-11-18 11:02:19
338,9.58044,14.96337,10.14919,2017-11-18 11:02:34
339,9.58044,15.24547,10.15248,2017-11-18 11:02:50
340,9.58044,15.13180,10.16066,2017-11-18 11:03:07
341,9.58044,15.49371,10.18056,2017-11-18 11:03:23
342,9.57801,16.12175,10.16411,2017-11-18 11:03:40
343,9.57801,15.38951,9.98327,2017-11-18 11:03:53
344,9.57659,15.53707,10.01250,2017-11-18 11:04:07
345,9.55953,15.02313,10.00745,2017-11-18 11:04:21
346,9.55953,17.03388,10.03065,2017-11-18 11:04:35
347,9.55953,15.60961,10.04200,2017-11-18 11:04:49
348,9.55953,15.36930,10.05014,2017-11-18 11:05:03
349,9.51224,15.29634,10.03335,2017-11-18 11:05:17
350,9.51224,15.17518,10.01554,2017-11-18 11:05:31
351,9.51224,15.10799,10.02662,2017-11-18 11:05:45
352,9.51224,15.78475,10.00615,2017-11-18 11:05:59
353,9.51224,15.33288,10.02137,2017-11-18 11:06:14
354,9.51224,14.73244,10.02253,2017-11-18 11:06:28
355,9.51224,15.80533,10.02110,2017-11-18 11:06:42
356,9.51224,15.10266,10.02826,2017-11-18 11:06:57
357,9.51224,16.29936,10.04064,2017-11-18 11:07:12
358,9.51224,15.05811,10.05031,2017-11-18 11:07:27
359,9.51224,14.73523,10.03469,2017-11-18 11:07:42
360,9.51224,15.83640,10.06090,2017-11-18 11:07:58
361,9.51224,15.92578,10.05222,2017-11-18 11:08:13
362,9.51224,16.25760,10.06742,2017-11-18 11:08:29
363,9.51224,16.34568,10.08113,2017-11-18 11:08:44
364,9.51224,16.10146,10.08906,2017-11-18 11:09:00
365,9.51224,16.27454,10.06598,2017-11-18 11:09:16
366,9.49193,16.70088,10.08243,2017-11-18 11:09:32
367,9.49193,13.84381,9.89665,2017-11-18 11:09:46
368,9.49193,15.20495,9.94440,2017-11-18 11:10:00
369,9.49193,14.68889,9.93243,2017-11-18 11:10:14
370,9.49193,15.67177,9.97273,2017-11-18 11:10:28
371,9.49193,15.36526,9.98393,2017-11-18 11:10:43
372,9.49193,14.93687,10.00760,2017-11-18 11:10:57
373,9.49193,16.17499,10.04139,2017-11-18 11:11:12
374,9.49193,17.14849,10.06174,2017-11-18 11:11:27
375,9.49193,15.79938,10.03518,2017-11-18 11:11:42
376,9.49193,15.38081,10.04384,2017-11-18 11:11:57
377,9.49193,15.78429,10.05591,2017-11-18 11:12:12
378,9.49193,16.00955,10.05628,2017-11-18 11:12:27
379,9.49193,15.06842,10.05968,2017-11-18 11:12:43
380,9.49193,15.75711,10.07487,2017-11-18 11:12:58
381,9.49193,14.99325,10.07909,2017-11-18 11:13:14
382,9.48815,14.85791,10.04301,2017-11-18 11:13:30
383,9.48815,14.47596,9.89763,2017-11-18 11:13:44
384,9.48815,14.84160,9.91171,2017-11-18 11:13:58
385,9.44925,14.79426,9.91664,2017-11-18 11:14:12
386,9.44925,15.90315,9.91088,2017-11-18 11:14:26
387,9.44925,14.85548,9.93232,2017-11-18 11:14:40
388,9.44925,14.90151,9.91586,2017-11-18 11:14:54
389,9.44925,14.49756,9.92922,2017-11-18 11:15:09
390,9.44925,15.95197,9.94996,2017-11-18 11:15:23
391,9.44925,15.34865,9.97256,2017-11-18 11:15:38
392,9.44925,15.89843,9.98668,2017-11-18 11:15:52
393,9.44925,15.42266,9.99749,2017-11-18 11:16:07
394,9.44925,15.57699,10.00552,2017-11-18 11:16:22
395,9.44925,15.55811,9.99377,2017-11-18 11:16:37
396,9.44925,16.65417,10.01935,2017-11-18 11:16:52
397,9.44925,15.50385,10.02305,2017-11-18 11:17:08
398,9.44892,15.46966,10.01397,2017-11-18 11:17:23
399,9.44892,14.93613,9.87919,2017-11-18 11:17:37
400,9.43638,15.19627,9.91597,2017-11-18 11:17:51
401,9.43638,14.76375,9.90127,2017-11-18 11:18:05
402,9.43638,15.19287,9.93308,2017-11-18 11:18:19
403,9.43638,14.96436,9.93706,2017-11-18 11:18:33
404,9.42469,15.52700,9.93448,2017-11-18 11:18:47
405,9.42469,15.42751,9.89666,2017-11-18 11:19:01
406,9.42469,16.36420,9.92309,2017-11-18 11:19:15
407,9.40874,15.52750,9.92543,2017-11-18 11:19:29
408,9.40874,14.73894,9.88023,2017-11-18 11:19:43
409,9.40874,15.61207,9.89860,2017-11-18 11:19:57
410,9.40874,14.88908,9.89635,2017-11-18 11:20:11
411,9.40874,15.74716,9.92832,2017-11-18 11:20:26
412,9.40874,15.27154,9.90571,2017-11-18 11:20:40
413,9.40874,15.45441,9.89150,2017-11-18 11:20:54
414,9.40874,15.24213,9.90909,2017-11-18 11:21:09
415,9.40874,15.14229,9.91667,2017-11-18 11:21:24
416,9.40874,15.29082,9.92675,2017-11-18 11:21:39
417,9.40874,15.81597,9.95926,2017-11-18 11:21:54
418,9.39532,15.22975,9.95110,2017-11-18 11:22:09
419,9.39532,14.99601,9.85305,2017-11-18 11:22:23
420,9.39532,15.13846,9.87587,2017-11-18 11:22:37
421,9.39532,16.16958,9.87031,2017-11-18 11:22:51
422,9.39353,14.88780,9.86878,2017-11-18 11:23:05
423,9.39353,14.58523,9.83317,2017-11-18 11:23:19
424,9.39353,15.74356,9.87379,2017-11-18 11:23:33
425,9.37877,14.73445,9.84151,2017-11-18 11:23:47
426,9.37877,14.57753,9.83945,2017-11-18 11:24:01
427,9.37877,15.93720,9.87783,2017-11-18 11:24:15
428,9.37877,14.78916,9.87676,2017-11-18 11:24:30
429,9.37877,15.60294,9.89014,2017-11-18 11:24:44
430,9.37877,16.63781,9.89250,2017-11-18 11:24:58
431,9.37565,16.30595,9.91933,2017-11-18 11:25:13
432,9.37565,16.10948,9.85295,2017-11-18 11:25:27
433,9.37565,14.10483,9.83548,2017-11-18 11:25:41
434,9.37565,14.97734,9.84800,2017-11-18 11:25:55
435,9.37565,15.23726,9.86170,2017-11-18 11:26:09
436,9.37565,15.46148,9.86840,2017-11-18 11:26:23
437,9.35495,15.61106,9.87095,2017-11-18 11:26:38
438,9.34981,15.05801,9.79362,2017-11-18 11:26:52
439,9.33694,14.09977,9.81082,2017-11-18 11:27:05
440,9.33694,15.15715,9.82724,2017-11-18 11:27:19
441,9.33694,15.69199,9.86606,2017-11-18 11:27:33
442,9.32940,15.99727,9.86834,2017-11-18 11:27:47
443,9.32940,14.70065,9.81601,2017-11-18 11:28:01
444,9.32940,15.67606,9.84258,2017-11-18 11:28:15
445,9.32940,14.54081,9.83413,2017-11-18 11:28:29
446,9.32940,15.14736,9.84567,2017-11-18 11:28:44
447,9.32940,16.38994,9.84111,2017-11-18 11:28:58
448,9.32940,14.56548,9.85074,2017-11-18 11:29:13
449,9.29841,15.50764,9.85850,2017-11-18 11:29:27
450,9.29841,14.55261,9.79322,2017-11-18 11:29:41
451,9.29841,14.81063,9.80743,2017-11-18 11:29:55
452,9.29841,14.87598,9.79485,2017-11-18 11:30:09
453,9.29841,15.41816,9.80671,2017-11-18 11:30:24
454,9.29841,16.03079,9.82845,2017-11-18 11:30:38
455,9.29841,14.57139,9.82575,2017-11-18 11:30:52
456,9.29841,15.39803,9.83938,2017-11-18 11:31:07
457,9.29841,15.28529,9.85659,2017-11-18 11:31:22
458,9.29841,15.79624,9.87553,2017-11-18 11:31:37
459,9.29841,15.74588,9.88896,2017-11-18 11:31:52
460,9.29790,16.16072,9.89235,2017-11-18 11:32:07
461,9.29790,15.24815,9.75175,2017-11-18 11:32:21
462,9.29790,15.63039,9.77333,2017-11-18 11:32:35
463,9.29790,15.15537,9.77090,2017-11-18 11:32:49
464,9.29790,15.29910,9.77877,2017-11-18 11:33:03
